Title,Beds,Bath,Area,Address,Type,Price(BDT)
Contact Us To Sale This 1393 Sq Ft Flat Which Is Now Available In Ahmed Nagar,3,3,1393 sqft,"East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka",Apartment,4900000
Get Comfortable In A 1550 Sq Ft Flat For Sale In Uttara Nearby Bangladesh Club Limited.,3,3,1550 sqft,"Sector 4, Uttara, Dhaka",Duplex,7400000
"Spot Your Place In A 1200 Sq Ft Structurally Well Built Apartment For Sale In Bashundhara R-A, Block M",3,3,1200 sqft,"Bashundhara R-A, Dhaka",Apartment,6100000
Plan To Live In This 750 Sq Ft Flat Ready To Sale In Mirpur-13,2,2,750 sqft,"Block B, Section 13, Mirpur, Dhaka",Apartment,2800000
1260 Sq Ft Flat Is Available For Sale In Mirpur-10,3,3,1260 sqft,"Block A, Section 10, Mirpur, Dhaka",Apartment,7700000
"Apartment For Sale In Shiddheswari, Near Monowara Hospital",4,3,3200 sqft,"Shiddheswari, Dhaka",Apartment,30000000
"2 Bedroom Flat Is Up For Sale In Section 12, Mirpur",2,2,980 sqft,"Block B, Section 12, Mirpur, Dhaka",Apartment,2100000
400 Sq Ft Full Furnished Apartment For Sale In Uttara-7,2,2,980 sqft,"Sector 7, Uttara, Dhaka",Apartment,2200000
1600 Sq Ft Apartment Is Ready For Sale In Uttara,3,3,1600 sqft,"Sector 12, Uttara, Dhaka",Apartment,7700000
You Can Take Sale This Lovely Apartment Of 900 Sq Ft To Live A Relaxed Life At Boro Maghbazar,2,2,900 sqft,"Boro Maghbazar, Maghbazar, Dhaka",Apartment,2900000
Lovely 2000 Sq Ft Home Is Available To Sale In Banani,3,3,2000 sqft,"Banani, Dhaka",Apartment,7500000
Contact Us To Get 800 Sq Ft Home Which Is Now Available In East Kazipara For Sale,2,2,800 sqft,"Mirpur, Dhaka",Apartment,3600000
650 Sq Ft Flat With 2 Decent Bedrooms For Sale In Mirpur-13,2,2,980 sqft,"Section 13, Mirpur, Dhaka",Apartment,3100000
An Apartment For Sale In Malibagh Shantibag,3,3,1075 sqft,"Shantibag, Malibagh, Dhaka",Apartment,3600000
"9000 Sq Ft Full Building For Sale In Bashundhara Residential Area, Block H",17,5,9000 sqft,"Block H, Bashundhara R-A, Dhaka",Building,110000000
"1150 Sq Ft Flat With 3 Modest Bedrooms Up For Sale In East Kazipara, Mirpur",3,3,1150 sqft,"Mirpur, Dhaka",Apartment,4800000
1450 Square Feet Apartment Is Ready For Sale In Uttara-11,3,3,1450 sqft,"Sector 11, Uttara, Dhaka",Apartment,4600000
"Smartly Priced 2300 Sq Ft Apartment, That You Should Check In Talertek, Khilkhet",5,2,2300 sqft,"Talertek, Khilkhet, Dhaka",Apartment,3500000
"In The Peaceful Neighborhood Of South Khulsi, A Ready Vacant Flat Of 2250 Sq Ft Is Up For Sale Close To Holy Crescent Hospital",3,3,2250 sqft,"South Khulshi, Khulshi, Chattogram",Apartment,5000000
See This Apartment Of 1365 Sq. Ft For Sale In Rose Valley Residential Area,3,3,1365 sqft,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",Apartment,6200000
"A 1250 Sq. Ft Flat Is Up For Sale At Pallabi, This Is What You’Ve Been Searching For As Your New Home!",3,3,1250 sqft,"Pallabi Extension, Pallabi, Mirpur, Dhaka",Apartment,5300000
Flat For Sale In Dakshin Khan Near Civil Aviation High School,2,2,800 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,2300000
Lovely 1850 Sq Ft Home Is Available To Sale In Bashundhara R-A,3,3,1850 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,7200000
Nicely Constructed 1850 Sq Ft Flat Is Available To Sale In Bashundhara R-A,3,3,1850 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,8600000
"Smartly Priced 1400 Sq Ft Flat, That You Should Check In Uttara 11",3,3,1400 sqft,"Sector 11, Uttara, Dhaka",Apartment,3800000
"1150 Sq Ft Flat With 3 Bedrooms For Sale In East Kazipara, Mirpur",3,3,1150 sqft,"Mirpur, Dhaka",Apartment,4100000
"A 1165 Sq Ft Flat Is Available For Sale In Block F, Bashundhara R-A.",3,3,1165 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,3800000
2500 Sq Ft Furnished Apartment For Sale At Gulshan 1,4,2,2500 sqft,"Gulshan 1, Gulshan, Dhaka",Apartment,50000000
"2000 Sq Ft Flat To Sale In The Great Location Of Baridhara, Block J",3,3,2000 sqft,"Block J, Baridhara, Dhaka",Apartment,8800000
700 Sq Ft Flat Is Now Vacant To Sale In Mirpur Close To National Heart Foundation Hospital,2,2,700 sqft,"Block C, Section 6, Mirpur, Dhaka",Apartment,3500000
For Saleal Purpose Beautiful 2200 Sq Ft Flat Is Now Up To Sale In Dhanmondi,3,3,2200 sqft,"Dhanmondi, Dhaka",Apartment,5000000
Well-Developed Residence Up For Sale In Mirpur Of 1300 Sq Ft,3,3,1300 sqft,"West Shewrapara, Mirpur, Dhaka",Apartment,4900000
Don’T Waste Your Valuable Time! You Can Take This 1400 Sq Ft Apartment For Sale In Adabor,3,3,1400 sqft,"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,8200000
A Nicely Planned Flat Is Up For Sale In Khulshi Nearby South Khulshi Police Station,3,3,1700 sqft,"South Khulshi, Khulshi, Chattogram",Apartment,7000000
"Pursue This 1100 Sq Ft Apartment For Sale In Aftab Nagar, Block E",2,2,1100 sqft,"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,4400000
1975 Sq. Ft And 3 Bedroom Apartment For Sale In Bashundhara R-A Near Madinatul Ulum Madrasa Masjid.,3,3,1975 sqft,"Block J, Bashundhara R-A, Dhaka",Apartment,9000000
Express Your Individuality At This 2200 Sq. Ft Apartment Which Is Vacant For Sale In Banasree Staff Quarter Demra Link Road.,4,3,2200 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,3000000
1750 Sq Ft Apartment Is Up For Sale In A Wonderful Locality Of Banani,2,2,1750 sqft,"Banani, Dhaka",Apartment,7300000
Properly Designed This 1400 Sq Ft Flat Is Now Up For Sale In Mirpur 11,3,3,1400 sqft,"Block A, Section 11, Mirpur, Dhaka",Apartment,5800000
"An Apartment Is Ready For Sale At Bashundhara R-A, Very Near To Viquarunnisa Noon School And College.",3,3,2200 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,3500000
1240 Sq Ft Apartment For Sale In Shantinagar,3,3,1240 sqft,"Shantinagar, Dhaka",Apartment,5200000
Check This Beautiful Flat For Sale Which Is 2500 Sq Ft Located In Banani,3,3,2500 sqft,"Banani, Dhaka",Apartment,9000000
A Decent 600 Sq Ft Flat Is Now To Sale In Mohammadpur,2,2,980 sqft,"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,1600000
"Apartment For Sale In Uttara, Near Radical Hospitals",3,3,1630 sqft,"Sector 12, Uttara, Dhaka",Apartment,7100000
"Near Nsu, 1806 Sq. Ft Flat For Sale In Bashundhara R-A",3,3,1806 sqft,"Block C, Bashundhara R-A, Dhaka",Apartment,7400000
"A 1600 Sq. Ft Apartment Is Up For Sale In Uttara , Near South Breeze School",3,3,1600 sqft,"Sector 11, Uttara, Dhaka",Apartment,8400000
"Residential Place For Sale In Banani Dohs, Masjid Road",4,2,3590 sqft,"Banani DOHS, Dhaka",Apartment,30000000
Affordable And Beautiful Flat Is Up For Sale In Uttara Which Is 1500 Sq Ft,3,3,1500 sqft,"Sector 10, Uttara, Dhaka",Apartment,8200000
Completely Suitable And Ready Flat Of 1200 Sq Ft For Sale In Bashundhara R-A,3,3,1200 sqft,"Bashundhara R-A, Dhaka",Apartment,5200000
We Are Offering You A Nice 1360 Sq Ft Flat Ready For Sale In Dhanmondi,3,3,1360 sqft,"Dhanmondi, Dhaka",Apartment,7500000
"Beautiful And Well-Constructed 2170 Sq Ft Apartment Is Ready For Sale At Road No 86, Gulshan 2 Nearby Gulshan Health Club.",3,3,2170 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,80000000
Pursue This Great Apartment For Sale In Uttara Nearby Uttara Thana,3,3,1600 sqft,"Sector 11, Uttara, Dhaka",Apartment,7100000
"Smartly Priced 1370 Sq Ft Flat, That You Should Check In Adabor",3,3,1370 sqft,"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,6700000
"This Comfortable And Beautiful Apartment Of 500 Sq Ft, In New Market Is For Sale",2,2,980 sqft,"New Market, Dhaka",Apartment,2100000
At Tolarbag Flat For Sale Close To Tolarbag Jame Masjid,3,3,1200 sqft,"Section 1, Mirpur, Dhaka",Apartment,3700000
Near Baridhara Jame Masjid A Well Planned Flat For Sale Is Available In Baridhara,4,2,3200 sqft,"Block K, Baridhara, Dhaka",Apartment,40000000
1365 Sq Ft Flat Is Now To Sale Which Is In Pahartali Near To Pahartali Eye Hospital,3,3,1365 sqft,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",Apartment,8900000
An Amazing Apartment Of 2560 Sq Ft Flat Ready For Sale In The Prime Location Of Dhanmondi,3,3,2560 sqft,"Dhanmondi, Dhaka",Apartment,20000000
Affordable And Beautiful Flat Is Up For Sale In Ibrahimpur Which Is 1250 Sq Ft,3,3,1250 sqft,"Ibrahimpur, Dhaka",Apartment,6400000
"Comfortable And Well Designed Home Of 2400 Sq Ft In Uttara Sector 10 For Sale, Near Ranavola Baitun Noor Jame Masjid",3,3,2400 sqft,"Sector 10, Uttara, Dhaka",Apartment,6000000
"Apartment Of 1800 Sq Ft For Sale In Banani, Near Southeast University, Department Of Bba",3,3,1800 sqft,"Banani, Dhaka",Apartment,7000000
Properly Designed This 1250 Sq Ft Flat Is Now Up For Sale In Mirpur 10,3,3,1250 sqft,"Block C, Section 10, Mirpur, Dhaka",Apartment,8700000
Visit This 1800 Sq Ft Nice Apartment Which Is Available To Sale In Uttara -4,3,3,1800 sqft,"Sector 4, Uttara, Dhaka",Apartment,7200000
Well-Fitted Residential Apartment For Sale In Uttara 13.,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,3800000
"This 1615 Sq Ft Flat With Great Rooms Is Up For Sale In Dhanmondi, Shukrabad",3,3,1615 sqft,"Shukrabad, Dhanmondi, Dhaka",Apartment,8800000
Grab This Amazing 1240 Sq Ft Flat For Sale In Shantinagar,3,3,1240 sqft,"Shantinagar, Dhaka",Apartment,7600000
Find This 3350 Sq Ft Nice Flat Available To Sale In Uttara 4,4,2,3350 sqft,"Shayesta Khan Ave, Sector 4, Uttara, Dhaka",Apartment,20000000
We Are Offering You A Spacious 1375 Sq Ft Flat For Sale In Banani Near To Banani Model School,3,3,1375 sqft,"Banani, Dhaka",Apartment,5800000
Near Kacha Bazar Flat For Sale In Uttara,4,2,3500 sqft,"Sector 7, Uttara, Dhaka",Apartment,50000000
4000 Sq Ft Residential Duplex For Sale In Banani,5,2,4000 sqft,"Banani, Dhaka",Duplex,50000000
"Built With Modern Amenities, Check This Flat For Sale Which Is 2000 Sq Ft In Banani",3,3,2000 sqft,"Banani, Dhaka",Apartment,9000000
"See, This 1807 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In Mohammadpur Nearby Baitus Salam Jame Masjid.",3,3,1807 sqft,"Mohammadpur, Dhaka",Apartment,8800000
Ensure A Luxurious And Comfy Lifestyle In This 2300 Sq Ft Apartment For Sale In Bashundhara,4,2,2300 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,5000000
"Checkout This Brand New Flat Of 2300 Sq Ft Up For Sale In Bashundhara R/A, Block D",4,2,2300 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,5000000
"Establish Your Peace In This Nice 1500 Sq Feet Apartment For Sale At Baridhara , Block J .",3,3,1500 sqft,"Block J, Baridhara, Dhaka",Apartment,7900000
Nice 3000 Sq Ft Apartment Is Available To Sale In Baridhara Dohs,4,2,3000 sqft,"Baridhara DOHS, Dhaka",Apartment,20000000
Beautifully Constructed 1288 Sq Ft Flat Is Available To Sale In Hatirpool,3,2,1288 sqft,"Hatirpool, Dhaka",Apartment,8900000
For Saleal Purpose 1472 Square Feet Well-Constructed Apartment Is Available In Hatirpool,3,2,1472 sqft,"Hatirpool, Dhaka",Apartment,6100000
"Take This Nice 3000 Sq Ft Saleal Apartment In Uttara 13, To Fulfill Your Wish",3,3,3000 sqft,"Sector 13, Uttara, Dhaka",Apartment,40000000
Let Us Help You To Sale This 2250 Sq Ft Flat Which Is Now Available In Bashundhara R-A,3,3,2250 sqft,"Block J, Bashundhara R-A, Dhaka",Apartment,3500000
"1050 Sq Ft Flat With Comfy Rooms Is For Sale In West Kazipara, Mirpur",3,2,1050 sqft,"West Kazipara, Mirpur, Dhaka",Apartment,7300000
1500 Sq Ft Flat For Sale In Khulshi Near Radiant School And College,3,3,1500 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,7200000
Ready Flat 1200 Sq Ft Is Now For Sale In Dakshin Khan Near By Roman Market,3,2,1200 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,5600000
"Take A Quick Look At This 1400 Sq Ft Flat For Sale In Zakir Hossain Housing Society, South Khulshi",3,3,1400 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,4600000
Get Comfortable In A 800 Sq Ft Flat For Sale In Mohammadpur,2,2,800 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,2900000
"This Ample 2595 Sq Ft Apartment Is Up For Sale In Sonargaon Janapath, Uttara-12",3,3,2595 sqft,"Sector 12, Uttara, Dhaka",Apartment,20000000
"1000 Sq Ft Flat With Great Rooms Is Available For Sale In Bashundhara R-A, Block F",3,2,1000 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,7700000
1800 Sq Ft Flat With Great Views Is Available For Sale In Bashundhara R-A,3,3,1800 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,8400000
Offering You 2000 Sq Ft Flat To Sale In Gulshan Near To City Bank,3,3,2000 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,50000000
Near To Chapra Masjid 700 Sq. Ft Flat For Sale In Bashundhara R-A,2,2,700 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,3300000
2500 Square Feet Amazing Home Is Up For Sale In Uttara Near To Lubana General Hospital & Uttara Cardiac Center,3,3,2500 sqft,"Sector 13, Uttara, Dhaka",Apartment,7000000
Apartment For Sale In Uttara Nearby Mollartek Udayan School And College,3,3,2153 sqft,"Sector 4, Uttara, Dhaka",Apartment,5000000
Well Built And Properly Designed Residential Property Of 1910 Sq Ft In Bashundhara R-A Is For Sale.,4,3,1910 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,8600000
A Well Designed Apartment Is Waiting For Sale At Banani Nearby Banani Bidyaniketan School & College,4,2,2960 sqft,"Banani, Dhaka",Apartment,30000000
"900 Square Feet Apartment For Sale In Adabor, Janata Housing Society",2,2,900 sqft,"Janata Housing Society, Adabor, Dhaka",Apartment,2600000
Nice 750 Sq Ft Apartment Is Available To Sale In Bangshal,3,2,750 sqft,"Bangshal, Dhaka",Apartment,3800000
Well Organized Flat Of 1450 Sq Ft Is Vacant For Sale In Banani,3,3,1450 sqft,"Banani, Dhaka",Apartment,5300000
800 Sq Ft Apartment For Sale In Dakshin Khan,2,2,800 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,3300000
Check This Beautiful 1250 Sq Ft Flat For Sale At Banasree,3,3,1250 sqft,"Block J, Banasree, Dhaka",Apartment,8800000
600 Sq Ft Apartment Is Up For Sale In Lalbagh,2,2,980 sqft,"Lalbagh Road, Lalbagh, Dhaka",Apartment,1700000
View This 600 Sq Ft Apartment For Sale In Lalbagh,2,2,980 sqft,"Lalbagh Road, Lalbagh, Dhaka",Apartment,2800000
950 Square Feet Apartment For Sale In Mirpur-11,3,2,950 sqft,"Block B, Section 11, Mirpur, Dhaka",Apartment,2300000
950 Square Feet Comfy Apartment For Sale In Mirpur-11,3,2,950 sqft,"Block B, Section 11, Mirpur, Dhaka",Apartment,3700000
Get This 950 Square Feet Apartment For Sale In Mirpur-11,3,2,950 sqft,"Block B, Section 11, Mirpur, Dhaka",Apartment,2700000
2300 Sq Ft Apartment With Modern Home Services Is Ready For Sale In Banani,3,3,2300 sqft,"Banani, Dhaka",Apartment,16000000
"Plan To Live In This 1000 Sq Ft Flat Available For Sale In Bashundhara R-A, Block F",3,2,1000 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,7700000
Worthy 900 Sq Ft Nice Home Is Ready To Sale At Ibrahimpur,3,2,900 sqft,"Ibrahimpur, Dhaka",Apartment,2700000
650 Square Feet Residential Flat For Sale In East Merul Badda,2,2,980 sqft,"East Merul Badda, Merul Badda, Badda, Dhaka",Apartment,3800000
"720 Sq Ft Flat With Great Features Is For Sale In Mohammadpur, Katashur",2,2,720 sqft,"Katashur, Mohammadpur, Dhaka",Apartment,3800000
"Visit This Full Furnished 4400 Sq Ft Flat For Sale At Road No 86, Gulshan 2 Near To Gulshan Model School & College.",5,2,4400 sqft,"Gulshan 2, Gulshan, Dhaka",Duplex,100000000
"We Are Delighted To Offer This Stunning 2400 Sq Ft Apartment For Sale, Located In Gulshan 1",3,3,2400 sqft,"Gulshan 1, Gulshan, Dhaka",Apartment,30000000
"Choose Your Destination, 3500 Sq Ft Furnished Flat Which Is Available For Sale In Gulshan Near To Union Bank",4,2,3500 sqft,"Gulshan 1, Gulshan, Dhaka",Apartment,50000000
"A Nice Residential Flat Of 1100 Sq Ft, For Sale, Can Be Found In Sholokbahar Near Kapashgola Jamtola Jame Masjid",3,2,1100 sqft,"Sholokbahar, Chattogram",Apartment,4600000
"See, This 1400 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In South Khulsi, Road No 03 Nearby South Kulshi Masjid.",3,3,1400 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,8500000
Find 1500 Sq Ft Flat Available For Sale In South Khulsi Near To South Khulsi Jame Masjid,3,3,1500 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,7500000
"1600 Sq Ft Apartment Is For Sale In The Great Locality Of Mirpur-3, Block J",3,3,1600 sqft,"Block J, Section 3, Mirpur, Dhaka",Apartment,8800000
A 1800 Sq Ft Flat With 4 Bedrooms Is Up For Sale In Mirpur-3,4,2,1800 sqft,"Block J, Section 3, Mirpur, Dhaka",Apartment,8500000
"2000 Sq Ft Lovely Apartment For Sale In Banasree, Block G",4,2,2000 sqft,"Block G, Banasree, Dhaka",Apartment,8900000
"Visit This 2000 Sq Ft Apartment For Sale In Banasree, Block G",4,2,2000 sqft,"Block G, Banasree, Dhaka",Apartment,8200000
"A 1280 Sq Ft Apartment Is Up For Sale In Mirpur, Section 11 Close By Kfc Mirpur",3,3,1280 sqft,"Block D, Section 11, Mirpur, Dhaka",Apartment,7300000
"Flat Can Be Found In Bashundhara For Sale, Near Trust Bank Limited",3,3,1500 sqft,"Block A, Bashundhara R-A, Dhaka",Apartment,7500000
Check Out This Residential Duplex For Sale In Bashundhara R-A Which Is 3400 Sq Ft,6,2,3400 sqft,"Block G, Bashundhara R-A, Dhaka",Duplex,30000000
1400 Square Feet Residential Apartment Is Available For Sale In Uttara-3,3,3,1400 sqft,"Sector 3, Uttara, Dhaka",Apartment,5200000
View 1300 Sq Ft Apartment Ready To Sale In Mirpur Dohs,3,3,1300 sqft,"Mirpur DOHS, Mirpur, Dhaka",Apartment,8000000
A 2350 Sq Ft Nice And Comfortable Flat Is Up For Sale In Gulshan Near To United Hospital Limited,3,3,2350 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,90000000
3000 Sq Ft Flat Is Now Available For Sale Nearby South Khulsi Jame Masjid In South Khulsi,3,3,3000 sqft,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,30000000
This Flat Has 2 Bedrooms Is Up For Sale At Mousumi R/A Nearby Pubali Bank Limited,2,2,1050 sqft,"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,5400000
Apartment Is Up For Sale At Khulshi Nearby Ab Bank Limited Atm,3,3,2000 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,8200000
"Reside At Ease, In This 800 Sq Ft Flat For Sale In Mirpur",2,2,800 sqft,"South Monipur, Mirpur, Dhaka",Apartment,2900000
Plan To Move In This 2200 Sq Ft Flat Which Is Up To Sale In Gulshan 2,3,3,2200 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,100000000
Take A Quick Look At This 800 Sq Ft Flat For Sale In South Monipur,2,2,800 sqft,"South Monipur, Mirpur, Dhaka",Apartment,2600000
Affordable And Beautiful Flat Is Up For Sale In Mirpur Which Is 1250 Sq Ft,3,3,1250 sqft,"West Kazipara, Mirpur, Dhaka",Apartment,5100000
"1100 Sq Ft Flat With 3 Bedrooms Is For Sale In Mirpur, East Kazipara",3,3,1100 sqft,"East Kazipara, Mirpur, Dhaka",Apartment,6600000
"View This Amazing 1100 Sq Ft Apartment Ready To Sale In Mirpur Dohs, Avenue 3",3,3,1100 sqft,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",Apartment,3800000
"View This 1880 Sq Ft Apartment Ready To Sale In Mirpur-12, Block B",3,3,1880 sqft,"Block B, Section 12, Mirpur, Dhaka",Apartment,7500000
"This 2100 Sq Ft Apartment For Sale At Khulshi, Habib Lane",3,3,2100 sqft,"Khulshi, Chattogram",Apartment,3000000
A Contemporary Cozy Full Furnished Flat Of 2400 Sq Ft Is Up For Sale Is Situated At Gulshan 2,3,3,2400 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,42500000
"3 Bedroom, 1300 Sq Ft Uttara-10 Residence With A View Is Up For Sale.",3,3,1300 sqft,"Sector 10, Uttara, Dhaka",Apartment,5800000
Get This 3800 Sq Ft Ready Flat For Sale In Gulshan 2,3,3,3800 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,40000000
"1200 Square Feet Apartment For Sale In Adabor, Mansurabad Housing Society",3,3,1200 sqft,"Block C, Mansurabad Housing Society, Adabor, Dhaka",Apartment,7500000
1935 Sq Ft Apartment With 3 Bedrooms Is For Sale In Uttara-4,3,3,1935 sqft,"Sector 4, Uttara, Dhaka",Apartment,7800000
Flat For Sale In Banani Close To Banani Bazar,3,3,2200 sqft,"Banani, Dhaka",Apartment,11000000
Comfortable And Nicely Planned Flat In Gulshan 2 For Sale Nearby Gulshan Central Masjid,3,3,3187 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,30000000
"View This 1050 Sq Ft Flat Up For Sale In The Great Location Of West Kazipara, Mirpur",3,2,1050 sqft,"West Kazipara, Mirpur, Dhaka",Apartment,6700000
1800 Sq Ft Full Furnished Apartment Is Available For Sale In Bashundhara,4,2,1800 sqft,"Block B, Bashundhara R-A, Dhaka",Apartment,7300000
Check This Apartment Up For Sale At Uttara Near Baitul Aman Jam'E Mashjid.,2,2,950 sqft,"Sector 9, Uttara, Dhaka",Apartment,3000000
